year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1975-76,16,3,42,15,0,OMJHL,66,Windsor Spitfires,18
1976-77,17,7,30,25,0,OMJHL,66,Niagara Falls Flyers,32
1977-78,18,6,57,24,0,OMJHL,68,Niagara Falls Flyers,30
1978-79,19,10,89,56,0,OMJHL,68,Niagara Falls Flyers,66
1979-80,20,3,39,16,0,AHL,61,Springfield Indians,19
1980-81,21,6,56,44,0,AHL,73,Binghamton Whalers,50
1981-82,22,3,70,19,0,AHL,33,Binghamton Whalers,22
1983-84,24,9,52,33,0,AHL,64,Rochester Americans,42
1984-85,25,8,56,34,0,AHL,80,Rochester Americans,42
