shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
4,22:19,RW,17.2,30,290,32,1,25,11,50,48,Corey Perry,13.3,2.5,98,14,104,1830,82,9,10.8,17,/players/p/perryco01.html
0,17:56,RW,14.6,31,213,15,0,40,5,31,49,Teemu Selanne,10.0,1.7,80,16,49,1310,73,6,8.3,18,/players/s/selante01.html
0,21:51,C,16.2,37,117,12,0,25,4,19,57,Ryan Getzlaf,8.4,2.3,76,7,35,1464,67,14,6.1,20,/players/g/getzlry01.html
1,20:11,RW,12.6,32,270,28,0,23,5,34,37,Bobby Ryan,9.2,2.5,71,5,61,1655,82,15,6.6,5,/players/r/ryanbo01.html
0,24:18,D,11.8,24,152,13,0,34,4,18,50,Lubomir Visnovsky,12.8,5.8,68,5,24,1968,81,18,7.0,26,/players/v/visnolu01.html
0,19:08,C,14.4,19,104,11,0,36,3,15,30,Saku Koivu,3.7,1.3,45,4,36,1435,75,-8,2.4,11,/players/k/koivusa01.html
0,22:08,D,8.1,13,123,4,0,19,3,10,30,Cam Fowler,5.0,1.6,40,6,20,1682,76,-25,3.5,17,/players/f/fowleca01.html
0,14:46,C,8.6,12,187,13,0,37,3,16,16,Jason Blake,3.1,1.1,32,3,41,1122,76,-5,2.0,4,/players/b/blakeja01.html
0,22:10,D,3.0,20,99,3,0,33,0,3,22,Toni Lydman,7.4,6.4,25,0,42,1729,78,32,1.0,2,/players/l/lydmato01.html
2,14:04,LW,14.3,7,77,7,2,20,2,11,10,Brandon McMillan,1.8,0.8,21,2,18,844,60,-5,1.0,1,/players/m/mcmilbr01.html
0,13:13,C,9.3,4,54,3,0,27,1,5,8,Joffrey Lupul,1.2,0.2,13,2,14,344,26,-4,1.0,4,/players/l/lupuljo01.html
0,11:35,RW,5.1,9,78,3,0,23,0,4,9,Dan Sexton,0.6,0.4,13,1,4,545,47,-6,0.3,0,/players/s/sextoda01.html
0,16:48,D,2.6,7,76,1,2,21,0,2,9,Luca Sbisa,1.6,1.6,11,1,43,1142,68,-11,0.1,0,/players/s/sbisalu01.html
0,12:59,LW,5.2,6,58,3,1,22,0,3,7,Matt Beleskey,0.2,0.1,10,0,36,454,35,-10,0.1,0,/players/b/belesma01.html
0,13:17,C,1.6,5,63,1,1,37,0,1,7,Todd Marchant,-1.6,0.4,8,0,26,1050,79,-18,-2.1,1,/players/m/marchto01.html
0,17:26,D,3.2,6,31,1,0,35,0,1,6,Andreas Lilja,0.5,0.7,7,0,28,907,52,-15,-0.2,0,/players/l/liljaan01.html
0,21:42,D,10.0,1,30,2,0,30,0,3,2,Francois Beauchemin,1.1,0.9,5,1,16,586,27,-4,0.2,1,/players/b/beaucfr01.html
0,6:25,RW,9.1,1,33,3,0,31,1,3,1,George Parros,-0.3,0.4,4,0,171,500,78,-4,-0.7,0,/players/p/parroge01.html
0,14:45,D,0.0,1,31,0,2,35,0,0,4,Andy Sutton,1.1,1.3,4,0,87,575,39,1,-0.2,1,/players/s/suttoan01.html
0,10:44,C,4.3,2,23,1,0,27,0,1,2,Ryan Carter,-0.1,0.1,3,0,22,193,18,-4,-0.1,0,/players/c/cartery01.html
0,11:35,C,0.0,3,28,0,0,25,0,0,3,Maxim Lapierre,-0.4,0.0,3,0,9,243,21,-6,-0.4,0,/players/l/lapiema01.html
0,20:10,D,2.9,1,34,1,0,31,1,1,1,Paul Mara,0.9,1.4,2,0,40,666,33,-1,-0.5,0,/players/m/marapa01.html
0,8:59,LW,5.0,1,20,1,0,35,0,1,1,Jarkko Ruutu,0.0,0.2,2,0,38,207,23,0,-0.3,0,/players/r/ruutuja01.html
0,16:27,D,12.5,0,8,1,0,25,0,1,1,Danny Syvret,0.2,0.0,2,0,4,99,6,-3,0.2,1,/players/s/syvreda01.html
0,10:28,LW,4.3,0,23,1,0,29,0,1,1,Brad Winchester,-0.4,-0.1,2,0,28,199,19,-9,-0.2,1,/players/w/winchbr01.html
0,8:00,C,0.0,2,23,0,0,24,0,0,2,Kyle Chipchura,-0.3,0.4,2,0,32,320,40,1,-0.7,0,/players/c/chipcky01.html
0,8:41,C,10.0,0,10,1,0,19,0,1,0,Kyle Palmieri,0.0,0.1,1,0,0,87,10,-1,0.0,0,/players/p/palmiky01.html
0,9:43,RW,0.0,1,5,0,0,26,0,0,1,Troy Bodie,-0.2,0.0,1,0,7,87,9,-3,-0.1,0,/players/b/bodietr01.html
0,54:31,G,,0,0,0,0,28,0,0,1,Jonas Hiller,10.8,0.0,1,0,0,2672,49,0,0.0,0,/players/h/hillejo01.html
0,47:26,G,,0,0,0,0,27,0,0,1,Curtis McElhinney,1.7,0.0,1,0,0,996,21,0,0.0,0,/players/m/mcelhcu01.html
0,19:24,D,0.0,1,4,0,0,23,0,0,1,Brendan Mikkelson,0.1,0.1,1,0,7,97,5,-1,0.0,0,/players/m/mikkebr01.html
0,9:48,C,0.0,0,23,0,0,22,0,0,0,Nick Bonino,-0.6,0.2,0,0,4,255,26,-3,-0.7,0,/players/b/boninni01.html
0,13:20,D,0.0,0,29,0,0,30,0,0,0,Sheldon Brookbank,-0.1,0.5,0,0,63,533,40,-8,-0.6,0,/players/b/brooksh01.html
0,56:07,G,,0,0,0,0,30,0,0,0,Dan Ellis,2.2,0.0,0,0,0,729,13,0,0.0,0,/players/e/ellisda01.html
0,52:44,G,,0,0,0,0,28,0,0,0,Ray Emery,2.1,0.0,0,0,0,527,10,0,0.0,0,/players/e/emeryra01.html
0,14:53,D,,0,0,0,0,24,0,0,0,Brett Festerling,-0.2,-0.1,0,0,0,15,1,-2,0.0,0,/players/f/festebr01.html
0,10:01,LW,0.0,0,10,0,0,33,0,0,0,Josh Green,-0.3,0.0,0,0,6,120,12,-3,-0.3,0,/players/g/greenjo01.html
0,40:00,G,,0,0,0,0,21,0,0,0,Timo Pielmeier,-0.4,0.0,0,0,0,40,1,0,0.0,0,/players/p/pielmti01.html
0,5:33,LW,0.0,0,8,0,0,29,0,0,0,Aaron Voros,-0.3,-0.1,0,0,43,67,12,-4,-0.2,0,/players/v/vorosaa01.html
