assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
58,2,24,22,19:39,7.2,3.3,19,1513,32,C,10.5,26,ANA,/players/g/getzlry01.html,0,94,4,32,Ryan Getzlaf,13.0,2008,82,1,77,185
25,4,29,22,17:57,5.4,2.1,18,1257,6,RW,7.5,19,ANA,/players/p/perryco01.html,0,108,11,12,Corey Perry,14.5,2008,54,0,70,200
29,6,21,28,16:54,3.7,2.1,13,1386,6,LW,5.8,22,ANA,/players/k/kunitch01.html,1,80,7,8,Chris Kunitz,10.7,2008,50,1,82,196
31,4,12,33,26:00,3.9,4.6,4,1872,22,D,8.4,8,ANA,/players/p/prongch01.html,1,128,8,-1,Chris Pronger,6.6,2008,43,0,72,182
26,2,14,32,16:27,2.7,1.8,10,1119,5,LW,4.4,21,ANA,/players/b/bertuto01.html,0,97,4,8,Todd Bertuzzi,11.6,2008,40,0,68,121
27,2,12,38,22:18,3.9,5.4,7,1449,12,D,9.3,15,ANA,/players/s/schnema01.html,0,50,5,22,Mathieu Schneider,8.6,2008,39,0,65,139
17,3,8,34,23:54,2.3,2.7,1,1148,9,D,5.0,7,ANA,/players/n/niedesc01.html,1,16,7,-2,Scott Niedermayer,9.2,2008,25,0,48,87
11,2,12,37,18:07,2.5,0.8,5,471,5,RW,3.3,6,ANA,/players/s/selante01.html,0,8,7,5,Teemu Selanne,13.8,2008,23,0,26,87
19,2,2,27,25:32,0.1,4.4,2,2093,7,D,4.5,11,ANA,/players/b/beaucfr01.html,1,59,0,-9,Francois Beauchemin,1.4,2008,21,0,82,144
15,2,4,28,16:05,1.1,4.9,3,1222,0,D,6.1,15,ANA,/players/h/huskike01.html,0,59,1,23,Kent Huskins,8.7,2008,19,0,76,46
7,0,9,34,14:49,-0.5,1.3,9,1112,1,C,0.8,5,ANA,/players/m/marchto01.html,1,48,0,-3,Todd Marchant,9.7,2008,16,0,75,93
8,1,8,33,17:43,-1.4,1.8,7,1382,0,C,0.4,6,ANA,/players/n/niedero01.html,2,54,0,1,Rob Niedermayer,7.2,2008,16,1,78,111
12,0,4,30,16:41,0.6,0.5,4,551,3,C,1.1,9,ANA,/players/m/mcdonan01.html,0,30,0,-4,Andy McDonald,5.1,2008,16,0,33,79
9,3,6,30,18:46,-0.8,1.3,3,1051,1,C,0.5,8,ANA,/players/p/pahlssa01.html,0,34,0,-2,Samuel Pahlsson,6.4,2008,15,3,56,94
8,1,6,37,13:25,0.7,0.6,4,510,5,C,1.4,3,ANA,/players/w/weighdo01.html,0,20,2,0,Doug Weight,12.2,2008,14,0,38,49
