pim,team,assists,plus_minus,points,league,games_played,year,age,goals
15,Winnipeg South Blues,50,0,85,MJHL,50,1996-97,17,35
16,Fargo-Moorhead Icesharks,45,0,82,USHL,52,1997-98,18,37
16,St. Cloud State Huskies,17,0,31,WCHA,38,1998-99,19,14
18,St. Cloud State Huskies,30,0,49,WCHA,39,1999-00,20,19
14,St. Cloud State Huskies,28,0,56,WCHA,41,2000-01,21,28
42,Norfolk Admirals,30,-2,56,AHL,60,2001-02,22,26
0,Brynas IF Gavle,0,-1,0,Sweden,4,2004-05,25,0
0,United States,3,1,4,WC-A,7,2006-07,27,1
2,Hartford Wolf Pack,3,-8,3,AHL,11,2009-10,30,0
6,Dynamo Riga,7,3,11,KHL,26,2009-10,30,4
0,EHC Biel-Bienne,5,0,10,Swiss,9,2010-11,31,5
0,Blues Espoo,4,0,4,Finland,8,2010-11,31,0
0,Texas Stars,0,-3,1,AHL,7,2011-12,32,1
