league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,24,0,0,0,,CHI,[],0,0,0,0,0,0,1989-90,,0,15,0,0
NHL,53,0,25,29,7,0,,CHI,[],20.7,4,1,-3,6,0,1990-91,,2,320,0,1
NHL,63,0,26,32,9,1,,CHI,[],18.8,4,3,1,6,0,1991-92,,2,0,0,2
NHL,81,1,27,93,25,1,,OTT,[],16.1,13,10,-35,15,0,1992-93,,2,318,0,9
NHL,69,0,28,44,20,0,,NJD,[],9.1,4,16,19,4,0,1993-94,,0,238,0,16
NHL,46,1,29,27,11,0,,NJD,[],7.4,2,9,5,2,0,1994-95,,0,167,0,9
NHL,57,0,30,41,11,0,,NJD,[],7.3,3,8,4,3,0,1995-96,,0,146,0,8
NHL,64,0,31,37,7,0,,TOT,[],5.4,2,5,0,2,0,1996-97,,0,226,0,5
NHL,20,0,31,14,2,0,,NJD,[],0.0,0,2,0,0,0,1996-97,,0,68,0,2
NHL,44,0,31,23,5,0,,STL,[],8.7,2,3,0,2,0,1996-97,,0,158,0,3
NHL,23,0,32,8,0,0,,CGY,[],0.0,0,0,-6,0,0,1997-98,,0,113,0,0
