age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,2,0,NHL,0,0,1947-48,0,0,3,,0,2,,DET,5
21,,0,0,1,0,NHL,0,0,1948-49,0,0,1,,0,10,,DET,2
22,SC,0,0,3,0,NHL,0,0,1949-50,0,0,1,,0,2,,DET,4
23,,0,0,1,0,NHL,6,0,1950-51,0,0,0,,0,0,,DET,1
24,SC,0,0,0,0,NHL,5,0,1951-52,0,0,1,,0,0,,DET,1
25,,0,0,4,0,NHL,6,0,1952-53,0,0,0,,0,0,,DET,4
26,SC,0,0,1,0,NHL,0,0,1953-54,0,0,5,,0,0,,DET,6
27,SC,0,0,4,0,NHL,11,0,1954-55,0,0,2,,0,17,,DET,6
28,,0,0,4,0,NHL,0,0,1955-56,0,0,2,,0,2,,DET,6
29,,0,0,0,0,NHL,5,0,1956-57,0,0,1,,0,0,,DET,1
30,,0,0,1,0,NHL,4,0,1957-58,0,0,0,,0,2,,DET,1
32,,13.0,0,8,0,NHL,0,0,1959-60,0,23,3,,0,2,,TOR,11
33,,100.0,0,0,-1,NHL,2,0,1960-61,0,1,1,,0,0,,TOR,1
34,SC,15.4,0,6,-1,NHL,0,0,1961-62,0,26,4,,0,0,,TOR,10
35,SC,7.7,0,6,2,NHL,10,0,1962-63,0,26,2,,0,6,,TOR,8
36,SC,11.4,0,9,-2,NHL,0,0,1963-64,0,35,4,,0,4,,TOR,13
37,,13.6,0,2,2,NHL,6,0,1964-65,0,22,3,,0,2,,TOR,5
38,,0.0,0,2,-3,NHL,4,0,1965-66,0,11,0,,0,0,,TOR,2
39,SC,0.0,0,5,-3,NHL,0,0,1966-67,0,21,0,,0,2,,TOR,5
