pim,team,assists,plus_minus,points,league,games_played,year,age,goals
7,Port Arthur Ports,3,0,26,TBSHL,16,1922-23,19,23
3,Port Arthur Ports,9,0,21,TBSHL,16,1923-24,20,12
7,Port Arthur Ports,4,0,16,TBSHL,20,1924-25,21,12
6,Port Arthur Ports,3,0,8,TBSHL,20,1925-26,22,5
6,Hamilton Tigers,2,0,9,Can-Pro,19,1926-27,23,7
8,Minneapolis Millers,24,0,45,CHL,48,1934-35,31,21
36,Philadelphia Ramblers,23,0,47,Can-Am,48,1935-36,32,24
18,Philadelphia Ramblers,15,0,27,IAHL,46,1936-37,33,12
6,Seattle Seahawks,7,0,14,PCHL,38,1937-38,34,7
18,Seattle Seahawks,13,0,24,PCHL,39,1938-39,35,11
4,Wichita Skyhawks,19,0,29,AHA,31,1939-40,36,10
