giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,23,1,25,0,0,25,5,0,1,486,NYI,0,0,[],4.0,1,4,5,1,0,0,2001-02,0,21:07,0,16,0,3
0,NHL,66,1,26,0,0,67,13,0,1,1138,NYI,0,0,[],3.0,2,11,15,2,0,0,2002-03,0,17:15,0,26,0,10
0,NHL,47,1,27,0,0,48,7,0,0,613,NYI,0,0,[],8.3,4,3,-9,4,0,0,2003-04,0,13:03,0,43,0,3
0,NHL,74,0,29,0,0,79,17,0,8,1351,NYI,0,0,[],1.3,1,16,-9,1,0,0,2005-06,0,18:16,0,32,0,8
0,NHL,43,0,30,0,0,44,17,0,4,856,NYI,0,0,[],4.5,2,15,19,2,0,0,2006-07,0,19:54,0,40,2,9
48,NHL,69,0,31,0,175,98,15,80,0,1578,NYI,66,0,[],0.0,0,15,-9,0,0,0,2007-08,134,22:52,0,40,4,11
42,NHL,51,1,32,0,115,54,10,83,0,1099,NYI,47,0,[],11.1,5,4,-16,6,0,0,2008-09,108,21:34,1,28,0,4
13,NHL,16,0,33,0,40,24,3,19,0,365,NYI,19,0,[],8.3,1,1,-1,2,0,1,2009-10,39,22:48,0,12,0,1
39,NHL,64,0,34,0,210,97,16,69,0,1334,NYI,34,0,[],3.1,2,13,-5,3,0,0,2010-11,128,20:51,1,35,0,13
4,NHL,7,0,35,0,18,10,1,5,0,136,CBJ,3,0,[],10.0,1,0,-3,1,0,0,2011-12,7,19:26,0,0,0,0
6,NHL,13,1,36,0,25,12,3,15,0,210,NYI,2,0,[],25.0,3,0,-2,3,0,0,2012-13,19,16:09,0,4,0,0
8,NHL,13,0,37,0,40,12,3,9,0,201,NYI,5,0,[],0.0,0,3,4,0,0,0,2013-14,9,15:29,0,4,0,3
