year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2003-04,18,4,20,12,0,WCHA,37,Colorado College,16
2004-05,19,3,34,25,0,WCHA,42,Colorado College,28
2005-06,20,5,36,16,0,WCHA,41,Colorado College,21
2006-07,21,9,51,15,0,WCHA,37,Colorado College,24
2006-07,21,0,8,1,0,AHL,11,San Antonio Rampage,1
2007-08,22,15,42,18,0,Finland,56,TPS Turku,33
2008-09,23,10,99,26,0,Austria,52,EC Red Bull Salzburg,36
2009-10,24,2,18,5,0,KHL,37,Dynamo Riga,7
2009-10,24,9,8,7,0,Finland,21,TPS Turku,16
2010-11,25,5,18,9,15,AHL,41,Manitoba Moose,14
