pim,team,assists,plus_minus,points,league,games_played,year,age,goals
22,St. Michael\'s Majors,2,0,9,OHA-Jr.,18,1960-61,17,7
6,St. Michael\'s Majors,11,0,21,M-Cup,9,1960-61,17,10
26,St. Michael\'s Majors,4,0,5,OHA-Jr.,3,1961-62,18,1
37,Neil McNeil Maroons,12,0,20,MTJHL,10,1962-63,19,8
0,Rochester Americans,0,0,0,AHL,1,1962-63,19,0
30,Neil McNeil Maroons,2,0,5,M-Cup,6,1962-63,19,3
38,Toronto Marlboros,10,0,16,OHA-Jr.,9,1963-64,20,6
61,Toronto Marlboros,11,0,18,M-Cup,12,1963-64,20,7
43,Tulsa Oilers,4,0,7,CPHL,12,1964-65,21,3
4,Tulsa Oilers,5,0,6,CPHL,11,1965-66,22,1
