shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1969-70,0,0,,0,2,0,0,0,0,MTL,0,24,0,NHL,0,,2,0,[],0
15.7,1970-71,18,7,,0,51,3,6,4,10,TOT,8,25,1,NHL,0,,34,18,[],2
12.5,1970-71,0,2,,0,8,0,1,3,2,MTL,1,25,0,NHL,0,,5,3,[],0
16.3,1970-71,18,5,,0,43,3,5,1,8,STL,7,25,1,NHL,0,,29,15,[],2
19.5,1972-73,20,17,,0,82,3,14,-1,20,STL,16,27,2,NHL,0,,58,36,[],2
0,1973-74,68,0,,0,0,0,22,0,48,WNJ,26,28,8,WHA,2,,74,74,[],2
12.0,1974-75,26,0,,0,184,0,17,7,45,MFS,22,29,4,WHA,3,,78,67,[],2
14.8,1975-76,27,0,,0,115,0,0,9,32,MFS,17,30,0,WHA,0,,59,49,[],0
13.3,1976-77,10,0,,0,15,0,2,-1,2,WNJ,2,31,0,WHA,0,,12,4,[],0
0.0,1977-78,2,0,,0,4,0,0,-2,0,WNJ,0,32,0,WHA,0,,5,0,[],0
