assists,team,goals,year,games_played,points,pim,age,plus_minus,league
11,Regina Pats,4,1962-63,28,15,20,17,0,SJHL
67,Regina Pats,86,1963-64,62,153,104,18,0,SJHL
59,Regina Pats,77,1964-65,56,136,36,19,0,SJHL
4,Canada,4,1965-66,7,8,8,20,0,WEC-A
6,Canada,5,1966-67,7,11,6,21,0,WEC-A
17,Ottawa Nationals,8,1967-68,18,25,24,22,0,OHA-Sr.
5,Canada,4,1967-68,7,9,10,22,0,Olympics
2,Canada,3,1968-69,10,5,12,23,0,WEC-A
2,Montreal Voyageurs,1,1969-70,2,3,0,24,0,AHL
17,Montreal Voyageurs,12,1970-71,31,29,18,25,0,AHL
63,Denver Spurs,28,1971-72,72,91,83,26,0,WHL
