even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
1,2,STL,1,2,25,0,,NHL,0,7,,1970-71,6,14.3,,0,3,1
1,2,STL,2,0,27,0,,NHL,0,9,,1972-73,5,22.2,,1,4,-2
0,0,WNJ,0,2,28,0,,WHA,0,0,,1973-74,4,0,,0,0,0
0,13,MFS,3,6,29,2,,WHA,0,0,,1974-75,12,0,,0,16,0
0,2,WNJ,0,6,31,0,,WHA,0,0,,1976-77,7,0,,0,2,-1
