pim,team,assists,plus_minus,points,league,games_played,year,age,goals
183,St. Paul Vulcans,31,0,52,MWJHL,57,1974-75,18,21
148,St. Paul Vulcans,58,0,74,MWJHL,47,1975-76,19,16
59,Michigan State Spartans,25,0,36,WCHA,34,1976-77,20,11
8,Michigan State Spartans,0,0,0,WCHA,2,1977-78,21,0
106,Maine Mariners,6,0,7,AHL,48,1977-78,21,1
223,Maine Mariners,16,0,24,AHL,78,1978-79,22,8
5,Cincinnati Stingers,1,0,1,CHL,5,1979-80,23,0
257,2 Teams,22,0,31,AHL,64,1979-80,23,9
179,Maine Mariners,19,0,26,AHL,51,1979-80,23,7
78,Adirondack Red Wings,3,0,5,AHL,13,1979-80,23,2
141,Maine Mariners,5,0,8,AHL,44,1980-81,24,3
4,Toledo Goaldiggers,0,0,0,IHL,3,1983-84,27,0
