average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:13,8,0,0,0,0,NHL,20,0,5,2,0,6,41.7,0,7,0,0,0,1,2007-08,DET,0,5,0,0,0.0,24,2,[]
9:18,7,0,0,0,0,NHL,21,0,4,0,0,2,57.1,0,3,0,0,0,0,2008-09,DET,0,3,0,1,0.0,19,2,[]
10:35,141,6,0,0,20,NHL,22,3,148,35,-11,79,46.5,3,170,0,0,0,7,2009-10,DET,3,152,3,7,3.8,530,50,[]
12:18,226,19,1,0,39,NHL,23,11,227,61,15,129,52.8,7,203,0,1,0,17,2010-11,DET,7,188,12,20,5.4,910,74,[]
12:19,196,22,1,0,42,NHL,24,14,239,62,4,121,52.9,8,213,0,0,0,16,2011-12,DET,8,148,14,14,6.6,997,81,[]
14:49,147,13,0,0,13,NHL,25,3,65,34,6,96,52.0,10,60,0,0,0,10,2012-13,DET,10,120,3,10,10.4,711,0,[]
15:17,223,28,3,0,31,NHL,26,16,23,31,2,147,41.8,9,32,1,0,2,21,2013-14,DET,10,172,18,15,6.8,1070,70,[]
17:55,237,44,5,0,28,NHL,27,15,7,72,3,154,46.7,15,8,8,0,6,16,2014-15,DET,23,153,21,29,14.9,1272,71,[]
18:26,239,42,4,0,44,NHL,28,16,5,120,-16,155,35.7,13,9,6,0,7,23,2015-16,DET,19,207,23,29,12.3,1512,82,[]
16:40,160,21,1,0,27,NHL,29,11,5,50,-20,104,29.4,2,12,5,1,2,15,2016-17,DET,7,144,14,18,6.7,1066,64,[]
