pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Hull Olympiques,0,0,0,QMJHL,4,1977-78,16,0
12,Hull Olympiques,1,0,4,QMJHL,4,1979-80,18,3
0,Binghamton Whalers,1,0,1,AHL,5,1980-81,19,0
2,Binghamton Whalers,0,0,2,AHL,14,1981-82,20,2
2,HC Amiens,1,0,3,France,3,1989-90,28,2
14,HC Amiens,1,0,5,France,4,1990-91,29,4
6,HC Brest,5,0,12,France,6,1993-94,32,7
2,HC Brest,2,0,6,France,9,1994-95,33,4
37,HC Brest,5,0,5,France,10,1995-96,34,0
14,HC Brest,5,0,7,France,10,1996-97,35,2
