goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
2.0,0,NHL,15,TOT,826,26,7,112,0,43,0,-4.53,2,0,3,0,0,0,0,.894,2006-07,406,3.12,0,[],363
0.5,0,NHL,8,DET,468,26,5,0,0,27,0,0,1,0,1,0,0,0,0,.872,2006-07,211,3.46,0,[],184
1.5,0,NHL,7,BOS,358,26,2,0,0,16,0,0,1,0,2,0,0,0,0,.918,2006-07,195,2.68,0,[],179
0.5,1,NHL,2,NYI,120,27,1,0,0,6,2,0,1,0,0,0,.500,0,1,.918,2007-08,73,3.00,0,[],67
8.1,6,NHL,49,NYI,2792,28,26,108,1,157,46,-12.05,6,1,14,1,.457,0,21,.901,2008-09,1584,3.37,6,[],1427
0.6,1,NHL,6,TOR,319,29,4,0,0,17,5,0,0,0,1,0,.400,0,2,.892,2009-10,157,3.20,0,[],140
2.4,2,NHL,15,DET,721,30,5,96,0,31,9,1.41,3,1,5,0,.333,0,3,.917,2010-11,372,2.58,0,[],341
1.9,1,NHL,14,DET,806,31,5,102,0,29,12,-0.47,1,0,8,0,.417,0,5,.912,2011-12,330,2.16,0,[],301
2.8,3,NHL,21,CGY,1148,32,9,111,0,55,17,-5.50,1,0,8,0,.412,0,7,.902,2012-13,562,2.87,0,[],507
0.8,2,NHL,11,CGY,599,33,4,0,0,29,9,0,1,0,5,0,.222,0,2,.890,2013-14,264,2.90,2,[],235
