league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,20,0,0,0,,VAN,[],0,0,0,-3,0,0,1978-79,,0,2,0,0
NHL,23,0,21,14,4,0,,TOT,[],7.1,1,3,-3,1,0,1979-80,,0,54,0,3
NHL,19,0,21,14,4,0,,VAN,[],7.1,1,3,-4,1,0,1979-80,,0,50,0,3
NHL,4,0,21,0,0,0,,ATF,[],0,0,0,1,0,0,1979-80,,0,4,0,0
NHL,65,1,22,82,18,1,,TOT,[],14.6,11,6,-20,12,0,1980-81,,1,158,0,5
NHL,45,1,22,51,11,0,,CGY,[],13.7,6,4,-8,7,0,1980-81,,1,65,0,4
NHL,20,0,22,31,7,1,,DET,[],16.1,5,2,-12,5,0,1980-81,,0,93,0,1
NHL,33,1,23,25,2,0,,DET,[],8.0,2,0,-7,2,0,1981-82,,0,80,0,0
NHL,1,0,24,0,0,0,,DET,[],0,0,0,-1,0,0,1982-83,,0,0,0,0
NHL,8,0,25,10,3,0,,DET,[],20.0,2,1,-2,2,0,1983-84,,0,36,0,1
NHL,1,0,26,4,1,0,,DET,[],25.0,1,0,0,1,0,1984-85,,0,5,0,0
NHL,42,0,27,46,22,3,,TOR,[],10.9,5,17,-8,5,0,1985-86,,0,84,0,14
NHL,47,2,28,45,12,0,,TOR,[],11.1,5,7,15,5,0,1986-87,,0,172,0,7
