pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Duluth East Greyhounds,32,0,42,High-MN,29,2004-05,16,10
4,U.S. National Team Development Program,7,0,9,U-17,18,2005-06,17,2
10,U.S. National Team Development Program,9,0,17,NAHL,36,2005-06,17,8
0,United States,0,0,0,WJ18-A,6,2005-06,17,0
34,U.S. National Team Development Program,16,0,19,U-18,36,2006-07,18,3
16,U.S. National Team Development Program,6,0,7,NAHL,13,2006-07,18,1
10,United States,6,3,7,WJ18-A,7,2006-07,18,1
22,University of Minnesota,13,0,15,WCHA,40,2007-08,19,2
4,United States,1,3,1,WJC-A,6,2007-08,19,0
52,University of Minnesota,24,0,33,WCHA,35,2008-09,20,9
2,United States,3,-3,4,WJC-A,6,2008-09,20,1
36,University of Minnesota,17,0,21,WCHA,39,2009-10,21,4
12,University of Minnesota,18,0,24,WCHA,35,2010-11,22,6
32,Peoria Rivermen,26,26,34,AHL,68,2011-12,23,8
16,Peoria Rivermen,8,-5,8,AHL,43,2012-13,24,0
