average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,71,0,0,NHL,21,26,109,-2,196,27,9,0,9,1979-80,DET,36,35,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-11'}, {'link': '/awards/voting-1980.html#calder', 'name': 'Calder-2'}]",18.4,,80
,63,5,0,NHL,22,25,210,-13,181,25,3,0,10,1980-81,DET,28,35,[],15.5,,80
,77,6,0,NHL,23,37,177,19,194,26,7,0,7,1981-82,TOT,33,44,[],17.0,,82
,26,0,0,NHL,23,11,28,-2,70,10,3,0,2,1981-82,DET,13,13,[],18.6,,26
,51,6,0,NHL,23,26,149,21,124,16,4,0,5,1981-82,BUF,20,31,[],16.1,,56
,47,4,0,NHL,24,20,135,9,130,18,4,0,5,1982-83,BUF,22,25,[],16.9,,66
,63,5,0,NHL,25,27,151,32,183,26,6,0,4,1983-84,BUF,32,31,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-1984.html#selke', 'name': 'Selke-13'}]",17.5,,70
,56,6,0,NHL,26,22,154,16,167,21,6,0,7,1984-85,BUF,27,29,[],16.2,,77
,80,4,1,NHL,27,29,168,25,223,33,7,2,8,1985-86,BUF,41,39,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-6'}]",18.4,,79
,59,5,1,NHL,28,18,176,13,185,18,11,1,10,1986-87,BUF,30,29,[],16.2,,75
,57,7,0,NHL,29,18,220,-11,159,19,10,0,10,1987-88,BUF,29,28,[],18.2,,74
,49,5,0,NHL,30,17,156,-7,144,16,11,1,4,1988-89,BUF,27,22,[],18.8,,75
,40,1,0,NHL,31,20,99,13,107,12,3,0,5,1989-90,BUF,15,25,[],14.0,,61
,24,0,0,NHL,32,10,107,1,83,11,1,0,2,1990-91,TOT,12,12,[],14.5,,68
,9,0,0,NHL,32,4,42,4,27,4,0,0,1,1990-91,BUF,4,5,[],14.8,,31
,15,0,0,NHL,32,6,65,-3,56,7,1,0,1,1990-91,TOR,8,7,[],14.3,,37
,14,1,0,NHL,33,6,50,-3,41,4,2,0,2,1991-92,TOR,6,8,[],14.6,,33
,18,2,0,NHL,34,4,84,2,95,8,5,0,1,1992-93,TOR,13,5,[],13.7,,55
,9,0,0,NHL,35,5,53,7,35,4,0,0,0,1993-94,TOT,4,5,[],11.4,,43
,0,0,0,NHL,35,0,4,0,3,0,0,0,0,1993-94,TOR,0,0,[],0.0,,4
,9,0,0,NHL,35,5,49,7,32,4,0,0,0,1993-94,FLA,4,5,[],12.5,,39
