assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,St. Catharines Teepees,3,1954-55,11,5,21,17,0,OHA-Jr.
0,St. Catharines Teepees,2,1955-56,6,2,4,18,0,OHA-Jr.
15,St. Catharines Teepees,11,1956-57,14,26,2,19,0,OHA-Jr.
6,St. Catharines Teepees,2,1957-58,8,8,4,20,0,OHA-Jr.
4,Trois-Rivieres Lions,3,1958-59,8,7,0,21,0,QHL
3,Cleveland Barons,4,1959-60,7,7,0,22,0,AHL
3,Kitchener-Waterloo Beavers,2,1960-61,7,5,0,23,0,EPHL
2,Quebec Aces,2,1963-64,6,4,2,26,0,AHL
3,Quebec Aces,0,1964-65,5,3,6,27,0,AHL
0,Quebec Aces,5,1965-66,6,5,4,28,0,AHL
3,California Golden Seals,1,1966-67,6,4,2,29,0,WHL
2,Springfield Kings,4,1970-71,12,6,4,33,0,AHL
1,Springfield Kings,1,1971-72,5,2,0,34,0,AHL
