bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,Fin-U18,21,Blues-Team Espoo U18,1138,16,0,0,0,67,0,0,0,0,0,0,0,0,0,0,2004-05,0,3.53,0,0
0,Fin-U18,3,Blues Espoo U18,142,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2005-06,0,5.07,0,0
0,Fin-Jr.,27,Kiekko-Vantaa Jr.,1567,18,8,0,0,62,0,0,0,3,16,0,0,0,0,0,2006-07,0,2.37,0,0
0,Fin-Jr.,20,Blues Espoo Jr.,1176,19,4,0,0,45,0,0,0,2,12,0,0,0,0,0,2007-08,0,2.30,0,0
0,Finland,1,Blues Espoo,60,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2007-08,0,0.00,0,0
0,Fin-Jr.,9,Blues Espoo Jr.,545,20,0,0,0,15,0,0,0,2,9,0,0,0,0,0,2008-09,0,1.65,0,0
0,Finland,33,Blues Espoo,1921,20,9,0,0,61,0,0,7,1,17,0,0,0,0,0,2008-09,0,1.91,0,0
0,AHL,2,Bridgeport Sound Tigers,123,21,1,0,0,5,0,0,0,0,1,0,0,0,0,.902,2009-10,51,2.44,0,46
0,ECHL,6,Utah Grizzlies,360,21,0,0,1,15,0,0,0,0,6,1,0,0,0,.924,2009-10,197,2.50,0,182
0,AHL,36,Bridgeport Sound Tigers,2063,22,21,0,1,120,0,0,1,0,12,1,0,0,0,.892,2010-11,1108,3.49,2,988
0,AHL,3,Bridgeport Sound Tigers,149,23,2,0,0,7,0,0,0,0,0,0,0,0,0,.909,2011-12,77,2.82,0,70
0,Finland,25,KalPa Kuopio,1382,23,5,0,0,53,0,0,4,5,13,0,0,0,0,0,2011-12,0,2.30,14,0
0,Finland,49,KalPa Kuopio,2953,24,15,0,3,101,0,0,13,7,21,3,0,0,0,0,2012-13,0,2.05,6,0
