assists,team,goals,year,games_played,points,pim,age,plus_minus,league
10,U.S. National Team Development Program,14,1997-98,29,24,34,16,0,U-17
16,U.S. National Team Development Program,19,1997-98,39,35,102,16,0,NAHL
1,U.S. National Team Development Program,6,1998-99,6,7,4,17,0,U-18
35,U.S. National Team Development Program,23,1998-99,46,58,140,17,0,USHL
3,United States,2,1998-99,6,5,0,17,0,WJC-A
1,United States,6,1998-99,6,7,4,17,0,WJ18-A
15,University of Michigan,17,1999-00,35,32,39,18,0,CCHA
1,United States,1,1999-00,7,2,0,18,0,WJC-A
38,University of Michigan,26,2000-01,42,64,72,19,0,CCHA
5,United States,4,2000-01,7,9,6,19,3,WJC-A
27,Providence Bruins,26,2001-02,72,53,74,20,-2,AHL
1,United States,2,2001-02,7,3,6,20,1,WC-A
35,Providence Bruins,35,2002-03,64,70,119,21,0,AHL
5,Providence Bruins,3,2003-04,19,8,20,22,1,AHL
0,United States,0,2003-04,6,0,2,22,0,WC-A
42,Providence Bruins,37,2004-05,79,79,83,23,11,AHL
4,Norfolk Admirals,3,2005-06,5,7,2,24,2,AHL
3,United States,0,2005-06,7,3,10,24,-3,WC-A
16,Houston Aeros,9,2009-10,33,25,8,28,1,AHL
