shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
9.1,0,2001-02,2,0,69,0,0,0,11,0,1,-2,0,BOS,1,0,0,20,0,NHL,0,0,11:34,0,6,0,1,[],0
0.0,0,2002-03,7,3,161,0,0,0,22,0,0,-1,3,BOS,0,0,0,21,0,NHL,0,0,11:30,0,14,0,3,[],0
7.4,0,2003-04,9,0,161,0,0,0,27,0,2,1,0,BOS,2,0,0,22,0,NHL,0,0,8:57,0,18,0,2,[],0
11.9,0,2005-06,38,10,614,1,0,0,101,4,9,4,15,TOT,12,0,0,24,2,NHL,0,0,13:04,0,47,0,27,[],3
10.0,0,2005-06,22,4,282,0,0,0,50,0,5,-4,4,CHI,5,0,0,24,1,NHL,0,0,10:05,0,28,0,9,[],0
13.7,0,2005-06,16,6,332,1,0,0,51,4,4,8,11,PIT,7,0,0,24,1,NHL,0,0,17:27,0,19,0,18,[],3
4.9,0,2006-07,34,19,931,1,0,0,164,0,8,10,20,NYI,8,0,0,25,1,NHL,0,0,11:30,0,81,0,28,[],0
6.3,121,2007-08,18,8,943,0,24,201,127,0,8,2,8,NYI,8,46,45.0,26,0,NHL,0,50,13:29,39,70,99,16,[],0
6.6,115,2008-09,22,12,1082,1,26,296,167,3,9,-3,16,NYI,11,42,38.2,27,0,NHL,1,85,16:09,41,67,71,27,[],1
0.0,2,2009-10,2,0,39,0,2,8,6,0,0,-2,0,MIN,0,0,0.0,28,0,NHL,0,2,9:43,4,4,0,0,[],0
