age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,7.1,1,0,0,NHL,15,0,1983-84,0,14,1,,0,31,,MTL,1
24,,16.7,4,1,-4,NHL,12,0,1984-85,0,24,4,,0,32,,MTL,5
25,SC,13.6,2,4,6,NHL,20,1,1985-86,1,22,3,,0,45,,MTL,7
26,,20.0,6,2,2,NHL,17,0,1986-87,2,35,7,,1,13,,MTL,9
27,,17.4,3,3,4,NHL,11,1,1987-88,0,23,4,,0,8,,MTL,7
28,,11.4,4,7,-2,NHL,20,0,1988-89,1,35,4,,0,30,,MTL,11
29,,4.2,1,1,-4,NHL,9,0,1989-90,0,24,1,,0,16,,MTL,2
30,,3.2,0,7,-5,NHL,13,0,1990-91,0,31,1,,1,12,,MTL,8
31,,6.3,1,1,-1,NHL,8,0,1991-92,0,16,1,,0,4,,MTL,2
33,,12.5,2,1,0,NHL,9,0,1993-94,0,16,2,,0,2,,DAL,3
