assists,team,goals,year,games_played,points,pim,age,plus_minus,league
5,Toronto Marlboros Minor Mdgt AAA,4,2010-11,7,9,2,15,0,OHL Cup
4,Toronto Marlboros Minor Mdgt AAA,2,2011-12,5,6,19,16,0,OHL Cup
48,Toronto Marlboros Minor Mdgt AAA,31,2011-12,30,79,24,16,0,GTMMHL
30,Windsor Spitfires,14,2012-13,63,44,22,17,-23,OHL
2,Canada Ontario U17,3,2012-13,5,5,0,17,0,WHC-17
53,Windsor Spitfires,32,2013-14,67,85,44,18,26,OHL
16,Windsor Spitfires,3,2014-15,11,19,8,19,-2,OHL
2,OHL All-Stars,1,2014-15,1,3,0,19,2,Jr Super Ser
48,Niagara IceDogs,14,2014-15,49,62,38,19,9,OHL
63,Niagara IceDogs,19,2015-16,66,82,44,20,28,OHL
26,Bridgeport Sound Tigers,10,2016-17,50,36,24,21,-4,AHL
