average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
15:20,0,34,2,0,0,NHL,24,13,0,56,3,180,0,12,0,4,0,5,0,2005-06,CHI,16,0,18,0,8.9,1181,77,[]
16:01,0,17,1,1,0,NHL,25,8,0,38,-4,82,0,4,0,2,0,2,0,2006-07,CHI,7,0,10,0,8.5,705,44,[]
15:16,170,24,2,5,22,NHL,26,11,2,42,6,103,25.0,5,6,0,2,1,23,2007-08,CHI,10,72,14,6,9.7,947,62,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-65'}]"
16:05,247,40,0,1,30,NHL,27,18,9,70,18,149,50.0,20,9,0,0,1,32,2008-09,CGY,21,79,19,13,14.1,933,58,"[{'link': '/awards/voting-2009.html#selke', 'name': 'Selke-50'}]"
18:19,388,58,5,4,44,NHL,28,24,8,88,7,215,32.0,17,17,6,0,7,47,2009-10,CGY,27,91,31,34,12.6,1337,73,[]
17:45,382,50,6,1,26,NHL,29,12,7,42,-17,218,29.2,20,17,6,2,9,35,2010-11,CGY,27,90,23,48,12.4,1420,80,[]
17:50,318,24,1,1,25,NHL,30,3,12,68,-19,158,60.0,14,8,3,0,3,32,2011-12,TOT,18,86,6,27,11.4,1355,76,[]
17:10,161,16,1,0,10,NHL,30,1,9,41,-3,91,69.2,10,4,3,0,2,24,2011-12,CGY,13,48,3,20,14.3,652,38,[]
18:29,157,8,0,1,15,NHL,30,2,3,27,-16,67,42.9,4,4,0,0,1,8,2011-12,MTL,5,38,3,7,7.5,703,38,[]
16:20,128,13,1,0,11,NHL,31,5,0,32,-1,63,0.0,5,1,2,0,1,8,2012-13,MTL,7,37,6,6,11.1,441,27,[]
14:11,221,16,2,0,15,NHL,32,6,4,32,-1,118,50.0,6,4,3,0,1,13,2013-14,MTL,9,90,7,9,7.6,894,63,[]
12:38,166,14,1,0,11,NHL,33,7,4,22,-15,85,40.0,4,6,2,0,1,6,2014-15,TOT,6,71,8,13,7.1,644,51,[]
12:21,40,2,0,0,3,NHL,33,2,3,6,-9,18,60.0,0,2,0,0,0,2,2014-15,MTL,0,18,2,4,0.0,160,13,[]
12:08,91,8,0,0,5,NHL,33,5,1,12,-4,44,20.0,1,4,1,0,1,4,2014-15,ANA,2,36,6,6,4.5,364,30,[]
15:00,35,4,1,0,3,NHL,33,0,0,4,-2,23,0,3,0,1,0,0,0,2014-15,CBJ,4,17,0,3,17.4,120,8,[]
10:27,131,8,0,0,19,NHL,34,5,3,38,-9,77,33.3,3,6,0,0,0,16,2015-16,CBJ,3,82,5,8,3.9,512,49,[]
13:57,193,18,2,0,26,NHL,35,6,0,56,-19,111,0.0,10,5,2,0,0,24,2016-17,COL,12,75,6,12,10.8,906,65,[]
