power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,10,1,0,NHL,2001-02,24,0,OTT,261,1,12,4,0,17,,,0.0,0
0,18,7,0,NHL,2002-03,25,1,OTT,452,6,14,3,0,32,,,3.1,1
0,7,2,0,NHL,2003-04,26,1,OTT,172,1,8,3,0,12,,,8.3,1
1,10,4,0,NHL,2005-06,28,1,OTT,275,3,23,0,0,17,,,5.9,0
1,7,2,0,NHL,2007-08,30,1,BOS,181,1,12,-1,0,14,44,,7.1,0
1,11,4,1,NHL,2008-09,31,1,BOS,277,3,12,1,0,28,56,,3.6,0
0,13,7,1,NHL,2009-10,32,2,BOS,366,5,29,1,0,34,74,,5.9,2
1,24,9,0,NHL,2010-11,33,2,BOS,664,7,34,0,0,62,154,SC,3.2,1
0,7,3,1,NHL,2011-12,34,1,BOS,191,2,8,-1,0,21,66,,4.8,1
0,22,15,0,NHL,2012-13,35,3,BOS,650,12,20,7,0,55,99,,5.5,3
2,12,4,0,NHL,2013-14,36,2,BOS,304,2,14,4,0,22,49,,9.1,0
0,6,1,0,NHL,2016-17,39,0,BOS,173,1,2,-3,0,8,24,,0.0,0
