assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1944-45,9,11,7,Toronto Victory Aircraft,17,4,0,OHA-B
0,1944-45,1,0,0,Oshawa Generals,17,0,0,OHA-Jr.
15,1945-46,23,22,7,St. Catharines Falcons,18,21,0,OHA-Jr.
6,1946-47,16,14,8,Hamilton Szabos,19,24,0,OHA-Jr.
5,1947-48,15,13,8,New York Rovers,20,6,0,EAHL
12,1947-48,39,21,9,New York Rovers,20,14,0,QSHL
34,1948-49,57,53,19,New York Rovers,21,12,0,EAHL
0,1949-50,2,0,0,St. Paul Saints,22,0,0,USHL
0,1949-50,1,0,0,Tacoma Rockets,22,0,0,PCHL
37,1949-50,47,73,36,New York Rovers,22,20,0,EAHL
18,1950-51,62,32,14,St. Paul/Kansas City,23,21,0,USHL
53,1951-52,62,85,32,Boston Olympics,24,16,0,EAHL
37,1952-53,40,61,24,Troy Uncle Sam Trojans,25,2,0,EAHL
3,1952-53,7,4,1,Owen Sound Mercurys,25,2,0,OHA-Sr.
