year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1982-83,17,41,0,48,0,High-MA,25,Lawrence Academy,89
1983-84,18,22,6,56,0,Nat-Tm,61,United States,78
1983-84,18,5,0,2,0,Olympics,6,United States,7
1984-85,19,2,2,1,0,Can-Cup,6,United States,3
1984-85,19,8,2,9,0,AHL,40,Binghamton Whalers,17
1985-86,20,17,4,14,0,AHL,41,Binghamton Whalers,31
1986-87,21,2,0,5,0,AHL,6,Binghamton Whalers,7
1987-88,22,5,2,2,0,AHL,9,Binghamton Whalers,7
1987-88,22,10,8,13,0,IHL,32,Fort Wayne Komets,23
1988-89,23,12,2,8,0,AHL,18,Maine Mariners,20
1989-90,24,0,0,2,0,AHL,4,Maine Mariners,2
1990-91,25,27,8,18,0,Italy,35,SG Cortina,45
1991-92,26,2,0,5,0,AHL,15,Maine Mariners,7
1991-92,26,3,0,3,0,WC-A,6,United States,6
