giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
5,NHL,8,1,20,0,16,5,1,5,0,101,NJD,1,0,[],20.0,1,0,-2,1,0,0,2010-11,6,12:35,0,0,0,0
4,NHL,5,0,21,0,5,3,1,5,0,68,NJD,0,0,[],33.3,1,0,1,1,0,0,2011-12,2,13:36,0,9,0,0
2,NHL,1,0,22,0,1,0,0,1,0,14,NJD,1,0,[],0,0,0,-1,0,0,0,2012-13,1,14:11,0,0,0,0
10,NHL,20,0,23,0,34,16,2,25,0,292,WSH,5,0,[],6.3,1,1,1,1,0,0,2013-14,13,14:36,0,19,1,0
