assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1988-89,19,2,1,London Knights,17,43,0,OHL
2,1989-90,6,4,2,London Knights,18,24,0,OHL
2,1990-91,7,4,2,London Knights,19,14,0,OHL
0,1990-91,2,0,0,Binghamton Rangers,19,9,0,AHL
0,2001-02,13,1,1,Hamilton Bulldogs,30,30,0,AHL
