assists,team,goals,year,games_played,points,pim,age,plus_minus,league
24,HPK Hameenlinna U18,19,1996-97,32,43,22,16,0,Fin-U18
1,HPK Hameenlinna Jr.,0,1996-97,2,1,2,16,0,Fin-Jr.
14,HPK Hameenlinna U18,5,1997-98,10,19,6,17,0,Fin-U18
6,HPK Hameenlinna Jr.,13,1997-98,35,19,12,17,0,Fin-Jr.
4,Finland,1,1997-98,6,5,2,17,0,EJC-A
2,HPK Hameenlinna Jr.,0,1998-99,7,2,6,18,0,Fin-Jr.
1,HPK Hameenlinna,0,1998-99,28,1,0,18,0,Finland
0,Finland,0,1998-99,6,0,2,18,0,WJC-A
10,HPK Hameenlinna Jr.,6,1999-00,19,16,24,19,0,Fin-Jr.
3,HPK Hameenlinna,4,1999-00,50,7,18,19,0,Finland
1,Finland,0,1999-00,7,1,2,19,-4,WJC-A
3,HPK Hameenlinna Jr.,1,2000-01,2,4,0,20,0,Fin-Jr.
9,HPK Hameenlinna,3,2000-01,55,12,32,20,0,Finland
17,Hershey Bears,6,2001-02,52,23,16,21,16,AHL
7,Hershey Bears,7,2002-03,28,14,17,22,-1,AHL
0,Finland,1,2004-05,2,1,0,24,0,W-Cup
13,HPK Hameenlinna,8,2004-05,44,21,12,24,0,Finland
0,Finland,0,2004-05,5,0,2,24,0,WC-A
17,HC Davos,8,2005-06,41,25,22,25,0,Swiss
2,Finland,3,2005-06,9,5,4,25,5,WC-A
13,Timra IK,4,2006-07,31,17,16,26,0,Sweden
31,Timra IK,10,2007-08,48,41,22,27,0,Sweden
0,Finland,0,2007-08,9,0,0,27,-2,WC-A
24,Frolunda HC Goteborg,7,2008-09,52,31,22,28,0,Sweden
10,Frolunda HC Goteborg,3,2009-10,26,13,12,29,0,Sweden
1,Finland,0,2009-10,6,1,0,29,-2,WC-A
20,Frolunda HC Goteborg,4,2010-11,47,24,14,30,0,Sweden
15,Jokerit Helsinki,9,2011-12,45,24,6,31,0,Finland
15,Jokerit Helsinki,5,2012-13,48,20,28,32,0,Finland
