year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1934-35,18,15,4,7,0,QJHL,10,Montreal Jr. Royals,22
1935-36,19,14,6,10,0,QSHL,22,Montreal Royals,24
1936-37,20,10,27,17,0,QSHL,19,Montreal Royals,27
1937-38,21,9,10,14,0,QSHL,22,Montreal Royals,23
1938-39,22,13,28,23,0,QSHL,22,Montreal Royals,36
1939-40,23,16,6,25,0,QSHL,29,Montreal Royals,41
1940-41,24,15,12,38,0,QSHL,35,Montreal Royals,53
1941-42,25,1,4,5,0,QSHL,9,Montreal Royals,6
1945-46,29,0,0,1,0,QSHL,2,Montreal Royals,1
1951-52,35,11,4,43,0,AHL,65,Cincinnati Mohawks,54
1952-53,36,0,0,0,0,IHL,1,Cincinnati Mohawks,0
