pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,London 12th Battery,7,0,26,OHA-Sr.,13,1926-27,20,19
9,Detroit Olympics,1,0,3,Can-Pro,7,1928-29,22,2
0,Detroit Olympics,0,0,1,IHL,3,1929-30,23,1
4,Boston Cubs,4,0,4,Can-Am,7,1932-33,26,0
6,Boston Cubs,1,0,3,Can-Am,5,1933-34,27,2
10,Quebec Castors,0,0,1,Can-Am,3,1934-35,28,1
6,Providence Reds,5,0,6,Can-Am,7,1935-36,29,1
0,Springfield Indians,0,0,0,IAHL,5,1936-37,30,0
0,Springfield Indians,0,0,0,IAHL,3,1938-39,32,0
7,Springfield Indians,1,0,4,IAHL,3,1939-40,33,3
