assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Winnipeg Strathconas,4,1914-15,7,4,0,17,0,MHL-Sr.
4,Winnipeg Monarchs,6,1915-16,7,10,10,18,0,MHL-Sr.
3,Regina Victorias,8,1919-20,12,11,5,22,0,SSHL
4,Regina Victorias,9,1920-21,16,13,7,23,0,SSHL
11,Regina Capitals,21,1921-22,25,32,9,24,0,WCHL
8,Regina Capitals,28,1922-23,30,36,12,25,0,WCHL
11,Regina Capitals,20,1923-24,25,31,8,26,0,WCHL
6,Regina Capitals,16,1924-25,20,22,6,27,0,WCHL
12,Portland Rosebuds,19,1925-26,30,31,4,28,0,WHL
9,Detroit Olympics,10,1931-32,48,19,26,34,0,IHL
1,Detroit Olympics,6,1932-33,9,7,6,35,0,IHL
0,Detroit Olympics,0,1933-34,4,0,5,36,0,IHL
