pim,team,assists,plus_minus,points,league,games_played,year,age,goals
37,Sioux City Musketeers,6,4,9,USHL,55,2003-04,17,3
90,Sioux City Musketeers,22,36,28,USHL,60,2004-05,18,6
28,University of Denver,15,0,22,WCHA,35,2005-06,19,7
2,United States,0,4,0,WJC-A,4,2005-06,19,0
42,University of Denver,17,0,27,WCHA,39,2006-07,20,10
38,University of Denver,14,9,17,WCHA,41,2007-08,21,3
14,Portland Pirates,10,-3,12,AHL,27,2008-09,22,2
0,United States,1,1,2,WC-A,8,2011-12,25,1
8,Karlskrona HK,0,0,0,Sweden-2,5,2012-13,26,0
0,United States,2,-1,2,WC-A,10,2012-13,26,0
6,Chicago Wolves,8,5,9,AHL,14,2014-15,28,1
39,Chicago Wolves,14,-14,18,AHL,46,2015-16,29,4
46,Chicago Wolves,21,23,26,AHL,72,2016-17,30,5
