assists,year,games_played,points,goals,team,age,pim,plus_minus,league
7,2004-05,4,11,4,Airdrie Xtreme Bantam AAA,14,0,0,AMBHL
3,2006-07,8,8,5,UFA Bisons Mdgt AAA,16,2,0,AMHL
0,2006-07,1,0,0,Swift Current Broncos,16,0,0,WHL
3,2007-08,12,7,4,Swift Current Broncos,17,2,4,WHL
4,2008-09,7,6,2,Swift Current Broncos,18,0,-2,WHL
2,2009-10,4,4,2,Swift Current Broncos,19,2,-2,WHL
0,2011-12,3,0,0,Utah Grizzlies,21,2,-3,ECHL
3,2012-13,9,4,1,Texas Stars,22,2,-5,AHL
10,2013-14,14,14,4,Texas Stars,23,4,10,AHL
0,2014-15,3,0,0,Texas Stars,24,0,0,AHL
1,2015-16,4,3,2,Texas Stars,25,0,-2,AHL
