assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,2004-05,1,0,0,UFA Bisons Mdgt AAA,14,0,0,AMHL
13,2005-06,36,19,6,UFA Bisons Mdgt AAA,15,14,0,AMHL
38,2006-07,36,61,23,UFA Bisons Mdgt AAA,16,24,0,AMHL
3,2006-07,3,3,0,Swift Current Broncos,16,0,3,WHL
21,2007-08,71,28,7,Swift Current Broncos,17,4,2,WHL
44,2008-09,71,66,22,Swift Current Broncos,18,16,27,WHL
46,2009-10,72,78,32,Swift Current Broncos,19,19,1,WHL
47,2010-11,63,67,20,Swift Current Broncos,20,18,-11,WHL
3,2010-11,8,4,1,Abbotsford Heat,20,2,0,AHL
18,2011-12,26,24,6,Utah Grizzlies,21,6,-2,ECHL
1,2011-12,22,2,1,Abbotsford Heat,21,6,-7,AHL
14,2012-13,38,30,16,Texas Stars,22,4,16,AHL
33,2012-13,34,46,13,Idaho Steelheads,22,16,7,ECHL
35,2013-14,74,47,12,Texas Stars,23,8,21,AHL
26,2014-15,65,50,24,Texas Stars,24,22,0,AHL
35,2015-16,52,46,11,Texas Stars,25,10,3,AHL
20,2016-17,49,28,8,Texas Stars,26,8,2,AHL
