goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,won,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1978-79,7,,91,0,0,0,0,0,0,TOR,0,0,0,4.62,23,NHL,0,0,2,0,0,1
0,0,0,1980-81,1,,40,0,0,0,0,0,0,TOR,0,0,0,1.50,25,NHL,0,0,1,0,0,0
0,0,0,1981-82,1,,26,0,0,0,0,0,0,BUF,0,0,0,2.31,26,NHL,0,0,1,0,0,0
