goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2001-02,45,1309,2,0,0,0,0,0,College Antoine-Girouard,1,0,0,2.06,16,QAAA,0,0,23,0,17,4
0,0,0,2001-02,0,38,0,0,0,11,11,0,Cape Breton Screaming Eagles,0,0,0,0.00,16,QMJHL,1.000,0,1,0,1,0
0,0,0,2002-03,98,1450,3,0,0,837,935,0,Cape Breton Screaming Eagles,0,0,0,4.06,17,QMJHL,.895,0,30,0,4,18
0,0,0,2003-04,114,2951,1,9,0,1327,1441,3,Cape Breton Screaming Eagles,3,0,0,2.32,18,QMJHL,.921,0,51,3,34,15
0,0,0,2004-05,130,3108,6,7,0,1336,1466,0,Cape Breton Screaming Eagles,6,0,0,2.51,19,QMJHL,.911,0,56,0,26,18
0,0,0,2005-06,91,2153,1,27,0,963,1054,1,Philadelphia Phantoms,2,0,0,2.54,20,AHL,.914,0,40,1,18,18
0,0,0,2005-06,15,429,0,0,0,215,230,0,Trenton Titans,1,0,0,2.10,20,ECHL,.935,0,7,0,4,3
0,0,0,2006-07,104,1879,2,2,0,870,974,1,Philadelphia Phantoms,0,0,0,3.32,21,AHL,.893,0,37,1,12,17
0,0,0,2007-08,21,442,0,17,0,173,194,0,Philadelphia Phantoms,1,0,0,2.85,22,AHL,.892,0,10,0,2,5
0,0,0,2007-08,82,1318,3,6,0,657,739,0,Wheeling Nailers,0,0,0,3.73,22,ECHL,.889,0,26,0,5,13
0,0,0,2008-09,49,969,2,17,0,357,406,1,2 Teams,0,0,0,3.03,23,ECHL,.879,0,17,1,8,6
0,0,0,2008-09,9,178,0,0,0,49,58,0,Las Vegas Wranglers,0,0,0,3.03,23,ECHL,.845,0,3,0,1,2
0,0,0,2008-09,40,791,2,17,0,308,348,1,Cincinnati Cyclones,0,0,0,3.03,23,ECHL,.885,0,14,1,7,4
