assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
49,5,26,35,17:12,7.2,2.2,11,1410,16,LW,9.4,31,PHI,/players/r/recchma01.html,2,47,14,18,Mark Recchi,15.6,2004,75,1,82,167
38,2,20,26,18:43,4.3,2.3,12,1535,15,C,6.7,23,PHI,/players/h/handzmi01.html,0,82,7,18,Michal Handzus,14.8,2004,58,1,82,135
32,4,23,34,16:06,5.2,2.1,15,1207,8,LW,7.3,24,PHI,/players/l/leclajo01.html,0,51,8,20,John LeClair,12.6,2004,55,0,75,182
33,3,20,33,15:14,4.7,1.8,16,1219,14,RW,6.5,19,PHI,/players/a/amontto01.html,0,38,4,13,Tony Amonte,11.6,2004,53,0,80,173
28,1,19,34,17:37,4.2,1.2,8,1093,12,C,5.4,16,PHI,/players/r/roenije01.html,0,62,10,1,Jeremy Roenick,14.8,2004,47,1,62,128
21,6,24,23,16:27,4.0,1.8,18,1316,8,LW,5.8,13,PHI,/players/g/gagnesi01.html,0,29,6,12,Simon Gagne,11.4,2004,45,0,80,211
29,3,13,27,24:27,3.8,5.4,9,1956,19,D,9.2,10,PHI,/players/j/johnski01.html,0,26,4,16,Kim Johnsson,6.9,2004,42,0,80,189
18,2,12,30,16:31,1.3,1.6,11,1222,2,RW,2.9,16,PHI,/players/k/kapansa01.html,0,14,0,9,Sami Kapanen,8.1,2004,30,1,74,149
19,2,8,20,16:35,2.5,3.7,3,1177,12,D,6.2,7,PHI,/players/p/pitkajo01.html,0,44,5,15,Joni Pitkanen,6.0,2004,27,0,71,133
20,1,6,22,15:30,1.5,1.2,3,728,2,RW,2.7,18,PHI,/players/w/williju01.html,0,32,3,10,Justin Williams,5.6,2004,26,0,47,107
15,2,7,32,16:36,0.7,1.4,6,897,0,C,2.1,15,PHI,/players/p/primeke02.html,0,80,0,11,Keith Primeau,8.1,2004,22,1,54,86
13,0,5,33,18:32,1.5,0.7,5,371,3,C,2.2,9,PHI,/players/z/zhamnal01.html,1,14,0,7,Alex Zhamnov,15.2,2004,18,0,20,33
9,2,7,32,20:55,0.9,4.0,5,1464,4,D,4.9,5,PHI,/players/r/ragnama01.html,0,58,2,12,Marcus Ragnarsson,8.5,2004,16,0,70,82
10,0,4,26,11:01,0.4,0.5,4,584,0,LW,0.9,10,PHI,/players/s/somikra01.html,0,17,0,-2,Radovan Somik,9.8,2004,14,0,53,41
7,0,6,32,11:02,0.1,0.7,6,706,0,LW,0.8,7,PHI,/players/b/brashdo01.html,0,212,0,-1,Donald Brashear,8.3,2004,13,0,64,72
11,0,1,34,22:29,0.2,3.1,1,1079,3,D,3.4,7,PHI,/players/d/desjaer01.html,1,28,0,11,Eric Desjardins,1.1,2004,12,0,48,92
9,0,1,32,18:31,0.0,2.3,1,1037,0,D,2.3,8,PHI,/players/t/therich01.html,1,50,0,2,Chris Therien,1.7,2004,10,0,56,59
