shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
1,,C,14.6,28,185,16,0,21,5,27,36,Bobby Clarke,6.4,1.6,63,10,78,,77,9,4.8,8,/players/c/clarkbo01.html
0,,RW,11.2,22,205,21,0,23,1,23,28,Serge Bernier,4.4,1.0,51,2,77,,77,-7,3.4,6,/players/b/bernise01.html
0,,C,13.2,25,121,14,0,28,2,16,29,Jim Johnson,3.5,0.8,45,2,16,,66,-10,2.7,4,/players/j/johnsji01.html
0,,C,11.1,13,180,11,0,25,4,20,22,Andre Lacroix,3.3,1.0,42,9,12,,78,-9,2.3,9,/players/l/lacroan01.html
0,,RW,20.8,15,96,15,0,27,2,20,20,Gary Dornhoefer,4.0,1.0,40,5,93,,57,3,3.0,5,/players/d/dornhga01.html
0,,LW,13.8,6,145,15,0,36,1,20,16,Jean-Guy Gendron,2.8,1.0,36,5,46,,76,-9,1.8,10,/players/g/gendrje01.html
0,,LW,11.4,16,149,15,0,24,2,17,19,Bill Lesuk,2.6,1.1,36,2,81,,78,-5,1.5,3,/players/l/lesukbi01.html
0,,LW,7.9,15,178,13,0,20,2,14,18,Bob Kelly,2.4,1.5,32,1,70,,76,7,0.9,3,/players/k/kellybo02.html
0,,RW,5.4,13,168,5,0,29,0,9,19,Simon Nolet,1.4,1.2,28,4,42,,74,-1,0.2,6,/players/n/noletsi01.html
0,,D,4.0,14,99,2,0,31,1,4,23,Barry Ashbee,5.5,4.0,27,2,44,,64,3,1.5,9,/players/a/ashbeba01.html
0,,RW,12.3,6,65,8,0,31,2,8,12,Cliff Schmautz,1.8,0.6,20,0,23,,30,3,1.2,6,/players/s/schmacl01.html
0,,D,1.7,12,177,3,0,33,0,3,13,Larry Hillman,5.2,4.9,16,0,39,,73,9,0.3,1,/players/h/hillmla01.html
2,,C,4.4,7,135,4,0,28,2,6,7,Garry Peters,-0.6,0.8,13,0,69,,73,-14,-1.4,0,/players/p/peterga01.html
0,,D,7.0,7,71,5,0,32,1,5,7,Wayne Hillman,5.0,4.9,12,0,47,,69,12,0.2,0,/players/h/hillmwa01.html
0,,RW,3.9,6,129,5,1,22,0,5,7,Lew Morrison,-0.9,0.9,12,0,25,,78,-12,-1.8,0,/players/m/morrile01.html
0,,D,2.0,10,51,1,0,29,1,1,11,Larry Hale,2.7,3.0,12,0,34,,70,-18,-0.2,1,/players/h/halela01.html
0,,D,2.7,5,37,1,1,27,0,1,10,Brent Hughes,1.9,1.4,11,0,21,,30,-6,0.5,4,/players/h/hughebr01.html
0,,D,0.0,11,70,0,0,30,0,0,11,Ed Van Impe,3.2,3.7,11,0,80,,77,-13,-0.5,0,/players/v/vanimed01.html
0,,D,4.9,7,61,3,0,27,0,3,7,Joe Watson,4.0,4.0,10,0,50,,57,9,0.0,0,/players/w/watsojo01.html
0,,LW,3.7,4,54,2,0,21,0,2,4,Rick MacLeish,-0.1,0.3,6,0,19,,26,-4,-0.4,0,/players/m/macleri01.html
0,,LW,5.1,1,39,2,0,28,1,2,1,Earl Heiskala,-0.9,0.4,3,0,72,,41,-9,-1.3,0,/players/h/heiskea01.html
0,,LW,14.3,2,7,1,0,22,0,1,2,Danny Schock,0.0,0.3,3,0,0,,14,1,-0.2,0,/players/s/schocda01.html
0,,G,,0,0,0,0,25,0,0,2,Bernie Parent,5.1,0.0,2,0,5,,30,0,0.0,0,/players/p/parenbe01.html
0,,G,,0,0,0,0,25,0,0,1,Doug Favell,8.2,0.0,1,0,9,,44,0,0.0,0,/players/f/faveldo01.html
0,,D,0.0,0,3,0,0,21,0,0,0,Willy Brossart,-0.1,-0.1,0,0,0,,1,-2,0.0,0,/players/b/brosswi01.html
0,,G,,0,0,0,0,32,0,0,0,Bruce Gamble,1.5,0.0,0,0,0,,11,0,0.0,0,/players/g/gamblbr01.html
0,,D,0.0,0,6,0,0,24,0,0,0,Jim Mair,0.0,0.1,0,0,0,,2,-1,0.0,0,/players/m/mairji01.html
0,,LW,,0,0,0,0,36,0,0,0,Bill Sutherland,0.0,0.0,0,0,0,,1,0,0.0,0,/players/s/suthebi01.html
0,,RW,0.0,0,4,0,0,28,0,0,0,George Swarbrick,-0.1,0.0,0,0,0,,2,-2,-0.1,0,/players/s/swarbge01.html
