average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,35,2,0,NHL,21,16,116,-7,184,14,2,0,3,1978-79,VAN,16,19,[],8.7,,78
,42,3,0,NHL,22,25,143,7,148,17,0,0,0,1979-80,VAN,17,25,[],11.5,,78
,49,2,0,NHL,23,18,118,-19,188,18,7,0,6,1980-81,VAN,25,24,[],13.3,,77
,67,5,0,NHL,24,33,175,2,233,17,11,0,6,1981-82,VAN,28,39,[],12.0,,79
,32,2,0,NHL,25,18,176,-5,109,10,2,0,2,1982-83,TOT,12,20,[],11.0,,74
,13,0,0,NHL,25,6,99,-7,67,4,2,0,1,1982-83,VAN,6,7,[],9.0,,36
,19,2,0,NHL,25,12,77,2,42,6,0,0,1,1982-83,CBH,6,13,[],14.3,,38
,17,0,0,NHL,26,10,28,9,45,4,1,0,2,1983-84,CBH,5,12,[],11.1,,29
,50,5,0,NHL,27,25,109,3,136,21,4,0,0,1984-85,CBH,25,25,[],18.4,,73
,68,1,0,NHL,28,28,84,11,144,22,7,0,11,1985-86,CBH,29,39,[],20.1,,61
,50,2,0,NHL,29,23,182,5,183,22,3,0,2,1986-87,CHI,25,25,[],13.7,,75
,12,1,0,NHL,30,6,77,-20,72,4,1,0,1,1987-88,TOT,5,7,[],6.9,,37
,10,1,0,NHL,30,5,57,-13,51,3,1,0,1,1987-88,CHI,4,6,[],7.8,,27
,2,0,0,NHL,30,1,20,-7,21,1,0,0,0,1987-88,MNS,1,1,[],4.8,,10
,10,0,0,NHL,31,2,76,-15,58,4,1,0,3,1988-89,MNS,5,5,[],8.6,,35
,1,0,0,NHL,32,0,22,-5,7,1,0,0,0,1989-90,MNS,1,0,[],14.3,,8
