average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,20,2,2,1,14,1,0,0,0,1977-78,TOR,1,2,[],7.1,,17
,26,2,0,NHL,21,11,10,2,123,15,0,0,0,1978-79,TOR,15,11,[],12.2,,71
,53,5,0,NHL,22,25,22,5,207,22,3,0,3,1979-80,TOR,25,28,[],12.1,,74
,43,1,0,NHL,23,21,31,-11,142,15,2,0,5,1980-81,TOR,17,26,[],12.0,,75
,57,3,0,NHL,24,22,30,8,191,24,7,1,3,1981-82,TOR,31,26,[],16.2,,69
,80,6,0,NHL,25,28,24,-6,199,22,9,1,20,1982-83,TOR,31,49,[],15.6,,0
,68,5,0,NHL,26,16,22,-12,192,23,14,0,15,1983-84,TOR,37,31,[],19.3,,73
,63,5,1,NHL,27,20,27,-20,194,17,14,0,11,1984-85,TOR,32,31,[],16.5,,75
,74,6,3,NHL,28,23,28,17,240,17,9,1,21,1985-86,TOT,29,45,[],12.1,,79
,49,5,3,NHL,28,12,26,-1,190,10,8,1,15,1985-86,QUE,21,28,[],11.1,,65
,25,1,0,NHL,28,11,2,18,50,7,1,0,6,1985-86,HAR,8,17,[],16.0,,14
,75,5,0,NHL,29,20,19,11,223,24,7,0,24,1986-87,HAR,31,44,"[{'link': '/awards/voting-1987.html#byng', 'name': 'Byng-20'}]",13.9,,76
,49,3,0,NHL,30,15,20,-5,149,8,9,0,17,1987-88,HAR,17,32,[],11.4,,63
,40,0,0,NHL,31,17,28,15,132,15,1,0,7,1988-89,HAR,16,24,[],12.1,,62
