year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1995-96,16,19,99,16,0,ON-Jr.A,54,Kanata Valley Lasers,35
1996-97,17,6,53,8,0,OHL,43,Peterborough Petes,14
1997-98,18,10,85,16,-26,OHL,66,Peterborough Petes,26
1998-99,19,26,118,43,14,OHL,68,Peterborough Petes,69
1999-00,20,12,56,8,-9,AHL,68,Syracuse Crunch,20
2000-01,21,26,86,15,-8,IHL,78,Kansas City Blades,41
2001-02,22,13,100,19,4,AHL,70,Manitoba Moose,32
2002-03,23,15,96,15,7,AHL,63,Manitoba Moose,30
2003-04,24,23,69,22,3,AHL,73,Manitoba Moose,45
2004-05,25,14,87,17,7,AHL,80,Binghamton Senators,31
2005-06,26,20,81,23,5,AHL,73,Philadelphia Phantoms,43
2006-07,27,0,4,0,-2,AHL,2,Portland Pirates,0
2006-07,27,3,24,5,0,Finland,23,SaiPa Lappeenranta,8
2006-07,27,1,6,2,0,Sweden,10,HV 71 Jonkoping,3
2007-08,28,25,156,25,0,Germany,54,Iserlohn Roosters,50
2008-09,29,15,96,25,0,Germany,49,Frankfurt Lions,40
2009-10,30,17,97,32,0,Germany,55,ERC Ingolstadt,49
2010-11,31,15,62,27,0,Germany,52,Iserlohn Roosters,42
