year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,17,1,12,1,0,OHL,11,Peterborough Petes,2
1997-98,18,1,6,0,0,OHL,4,Peterborough Petes,1
1998-99,19,0,10,5,0,OHL,5,Peterborough Petes,5
1999-00,20,0,0,0,0,AHL,4,Syracuse Crunch,0
2001-02,22,1,6,0,0,AHL,7,Manitoba Moose,1
2002-03,23,7,20,4,0,AHL,14,Manitoba Moose,11
2004-05,25,0,10,1,-1,AHL,6,Binghamton Senators,1
2006-07,27,1,62,1,0,Sweden,14,HV 71 Jonkoping,2
2007-08,28,2,40,3,0,Germany,6,Iserlohn Roosters,5
2008-09,29,3,6,2,0,Germany,5,Frankfurt Lions,5
2009-10,30,1,10,2,0,Germany,10,ERC Ingolstadt,3
