goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,4.4,0,0,1979-80,[],126,1974,6,2,0,0,0,0,PIT,1,0,0,3.83,22,NHL,0,0,34,0,10,17
0,0.6,0,0,1980-81,[],45,539,3,0,0,0,0,0,PIT,0,0,0,5.01,23,NHL,0,0,10,0,1,5
