goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1974-75,187,2139,0,0,0,0,0,0,Longueuil Lions,0,0,0,5.25,17,QJHL,0,0,36,0,0,0
0,0,0,1975-76,143,2018,2,0,0,0,0,0,Montreal Juniors,0,0,0,4.25,18,QMJHL,0,0,37,0,17,16
0,0,0,1976-77,184,2313,3,0,0,0,0,0,Montreal Juniors,0,0,0,4.77,19,QMJHL,0,0,45,0,17,21
0,0,0,1977-78,120,2270,11,0,0,0,0,0,Nova Scotia Voyageurs,1,0,0,3.17,20,AHL,0,0,38,0,13,14
0,0,0,1978-79,154,2377,2,0,0,0,0,0,Nova Scotia Voyageurs,2,0,0,3.89,21,AHL,0,0,43,0,18,19
0,0,0,1980-81,28,354,0,0,0,0,0,0,Binghamton Whalers,0,0,0,4.75,23,AHL,0,0,7,0,1,4
0,0,0,1980-81,41,845,2,0,0,0,0,0,Indianapolis Checkers,1,0,0,2.91,23,CHL,0,0,15,0,6,6
0,0,0,1981-82,95,1672,1,0,0,0,0,0,Indianapolis Checkers,0,0,0,3.41,24,CHL,0,0,30,0,15,11
0,0,0,1981-82,25,423,0,0,0,0,0,0,Toledo Goaldiggers,0,0,0,3.55,24,IHL,0,0,7,0,0,0
0,0,0,1982-83,101,2111,1,0,0,0,0,0,Indianapolis Checkers,4,0,0,2.87,25,CHL,0,0,37,0,24,11
0,0,0,1983-84,131,2149,0,0,0,0,0,0,Indianapolis Checkers,0,0,0,3.66,26,CHL,0,0,39,0,0,0
0,0,0,1984-85,184,3344,0,0,0,0,0,0,Indianapolis Checkers,4,0,0,3.30,27,IHL,0,0,57,0,0,0
0,0,0,1985-86,23,478,0,0,0,0,0,0,Springfield Indians,0,0,0,2.89,28,AHL,0,0,8,0,6,2
0,0,0,1985-86,146,2246,0,0,0,0,0,0,Indianapolis Checkers,0,0,0,3.90,28,IHL,0,0,44,0,0,0
0,0,0,1986-87,268,3915,0,0,0,0,0,0,Milwaukee Admirals,1,0,0,4.11,29,IHL,0,0,66,0,0,0
