assists,year,games_played,points,goals,team,age,pim,plus_minus,league
7,1980-81,19,8,1,Sault Ste. Marie Greyhounds,18,58,0,OMJHL
2,1981-82,13,3,1,Sault Ste. Marie Greyhounds,19,52,0,OHL
10,1982-83,13,12,2,Indianapolis Checkers,20,29,0,CHL
2,1990-91,5,2,0,Muskegon Lumberjacks,28,0,0,IHL
4,1991-92,14,6,2,Muskegon Lumberjacks,29,33,0,IHL
6,1994-95,17,7,1,Denver Grizzlies,32,8,0,IHL
3,1995-96,22,3,0,Utah Grizzlies,33,14,0,IHL
3,1996-97,7,3,0,Utah Grizzlies,34,4,0,IHL
2,1997-98,4,2,0,Utah Grizzlies,35,2,0,IHL
5,1999-00,16,5,0,Chicago Wolves,37,12,0,IHL
