game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-2,3,0,2,0,1982-83,0,0,0,0,,NHL,0.0,0,20,4,[],0,0,,NYI
0,10,37,0,43,11,1983-84,10,0,1,0,,NHL,2.7,1,21,32,[],12,1,,NYI
0,10,45,0,48,12,1984-85,12,0,1,0,,NHL,2.2,0,22,89,[],13,1,,NYI
0,15,52,0,57,8,1985-86,8,0,1,0,,NHL,1.9,0,23,81,[],9,1,,NYI
0,-8,59,0,71,10,1986-87,10,0,4,0,,NHL,6.8,0,24,110,[],14,4,,NYI
0,4,56,0,70,13,1987-88,11,0,5,1,,NHL,8.9,2,25,83,[],18,4,,TOT
0,9,50,0,57,12,1987-88,10,0,4,1,,NHL,8.0,2,25,62,[],16,3,,NYI
0,-5,6,0,13,1,1987-88,1,0,1,0,,NHL,16.7,0,25,21,[],2,1,,MNS
0,-9,32,0,40,3,1988-89,2,0,1,0,,NHL,3.1,1,26,44,[],4,1,,TOT
0,-4,7,0,2,1,1988-89,0,0,0,0,,NHL,0.0,1,26,2,[],1,0,,MNS
0,-5,25,0,38,2,1988-89,2,0,1,0,,NHL,4.0,0,26,42,[],3,1,,PIT
0,6,38,0,69,8,1989-90,8,0,1,0,,NHL,2.6,0,27,125,[],9,1,,PIT
0,-4,6,0,9,0,1990-91,0,0,0,0,,NHL,0.0,0,28,6,[],0,0,,PIT
0,-2,0,0,1,0,1991-92,0,0,0,0,,NHL,0,0,29,0,[],0,0,,PIT
0,-19,36,0,32,4,1992-93,2,0,2,1,,NHL,5.6,2,30,30,[],6,1,,OTT
0,-52,62,2,77,21,1993-94,13,0,0,0,,NHL,0.0,6,31,89,[],21,0,,OTT
0,-5,4,0,9,0,1994-95,0,0,0,0,,NHL,0.0,0,32,2,[],0,0,,NYI
