game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,12.5,-4,8,0,21,,9,1,1983-84,2,0,1,1,NYI,,28,,NHL
0,0.0,-7,11,0,22,,10,0,1984-85,0,0,0,0,NYI,,26,,NHL
0,0.0,-1,1,0,23,,3,0,1985-86,0,0,0,0,NYI,,2,,NHL
0,0.0,4,5,0,24,,7,4,1986-87,4,0,0,0,NYI,,4,,NHL
0,0.0,8,11,0,26,,11,2,1988-89,2,0,0,0,PIT,,8,,NHL
