pim,team,assists,plus_minus,points,league,games_played,year,age,goals
9,Saskatoon Contacts,10,0,22,SMHL,11,2001-02,17,12
6,Providence Bruins,1,4,2,AHL,10,2007-08,23,1
2,Chicago Wolves,1,0,1,AHL,3,2011-12,27,0
