pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Saskatoon AAA Contacts,35,0,52,SMBHL,40,2000-01,16,17
69,Saskatoon Contacts,48,0,73,SMHL,41,2001-02,17,25
59,Nanaimo Clippers,46,0,73,BCHL,58,2002-03,18,27
36,Cornell Big Red,16,0,21,ECAC,31,2003-04,19,5
20,Cornell Big Red,10,0,15,ECAC,29,2004-05,20,5
52,Cornell Big Red,18,0,28,ECAC,35,2005-06,21,10
49,Cornell Big Red,16,0,24,ECAC,29,2006-07,22,8
70,Providence Bruins,14,11,27,AHL,61,2007-08,23,13
68,Providence Bruins,7,-7,10,AHL,37,2008-09,24,3
11,Chicago Wolves,7,-4,9,AHL,24,2011-12,27,2
