shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1996-97,0,1,,0,1,0,0,1,1,CGY,0,23,0,NHL,0,,3,1,[],0
25.0,1998-99,23,0,109,0,4,0,0,-5,0,TOT,1,25,0,NHL,1,13:35,8,1,[],0
0.0,1998-99,8,0,41,0,1,0,0,-2,0,CGY,0,25,0,NHL,0,10:16,4,0,[],0
33.3,1998-99,15,0,68,0,3,0,0,-3,0,TBL,1,25,0,NHL,1,16:53,4,1,[],0
0.0,1999-00,46,0,233,0,6,0,0,-5,0,COL,0,26,0,NHL,0,7:04,33,0,[],0
5.6,2000-01,99,2,607,0,18,0,1,1,2,DAL,1,27,0,NHL,0,10:39,57,3,[],0
0.0,2001-02,58,0,378,0,18,0,0,-4,0,DAL,0,28,0,NHL,0,9:41,39,0,[],0
0.0,2002-03,34,1,162,0,7,0,0,4,1,TOT,0,29,0,NHL,0,10:47,15,1,[],0
0.0,2002-03,6,0,49,0,2,0,0,1,0,DAL,0,29,0,NHL,0,9:49,5,0,[],0
0.0,2002-03,28,1,113,0,5,0,0,3,1,CHI,0,29,0,NHL,0,11:16,10,1,[],0
