average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
15:41,233,49,1,0,31,NHL,18,24,125,23,-21,135,41.8,9,174,4,0,12,27,2007-08,EDM,13,18,36,45,9.6,1239,79,"[{'link': '/awards/voting-2008.html#calder', 'name': 'Calder-7'}]"
16:46,249,41,1,0,13,NHL,19,20,290,51,-1,156,42.1,10,399,6,0,5,29,2008-09,EDM,16,28,25,58,10.3,1274,76,[]
16:17,281,41,1,0,16,NHL,20,15,336,33,-8,170,47.4,9,373,6,0,11,14,2009-10,EDM,15,30,26,39,8.8,1108,68,[]
17:45,242,42,2,1,29,NHL,21,21,410,37,-17,138,43.9,11,525,3,0,6,33,2010-11,EDM,15,24,27,38,10.9,1207,68,[]
17:11,292,47,0,0,23,NHL,22,23,334,36,5,149,47.6,12,367,6,0,6,27,2011-12,EDM,18,21,29,36,12.1,1289,75,[]
19:25,193,38,1,0,22,NHL,23,11,325,23,-6,113,43.9,10,416,4,2,11,23,2012-13,EDM,14,35,24,26,12.4,932,0,[]
18:23,251,37,1,0,34,NHL,24,20,451,41,-29,143,46.8,9,512,1,1,6,28,2013-14,EDM,10,33,27,47,7.0,1231,67,[]
17:15,323,41,1,0,19,NHL,25,20,361,28,-28,183,47.1,9,405,6,0,6,36,2014-15,ARI,15,63,26,34,8.2,1397,81,[]
13:52,161,16,2,0,15,NHL,26,7,34,25,4,86,35.1,6,63,2,0,1,20,2015-16,PHI,8,17,8,13,9.3,735,53,[]
13:43,305,50,1,0,16,NHL,27,22,202,22,10,178,47.5,10,223,8,0,10,17,2016-17,CBJ,18,22,32,27,10.1,1111,81,[]
