shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,708,11,0,1989-90,0,7,4.58,QAAA,0,54,0,0,4,0,0,15,0,0,0,0,Magog Cantonniers
0,0,0,0,11,1,0,1990-91,0,0,10.91,QMJHL,0,2,0,0,0,0,0,16,0,0,0,0,Longueuil College Francais
0,0,0,0,593,11,0,1991-92,0,7,2.83,QMJHL,0,28,0,0,3,0,0,17,0,1,0,0,Verdun College Francais
0,0,0,0,257,4,0,1992-93,0,0,4.20,QMJHL,0,18,0,0,4,0,0,18,0,0,0,0,Verdun College Francais
0,0,0,0,210,4,0,1993-94,0,0,4.00,QMJHL,0,14,0,0,4,0,0,19,0,0,0,0,Verdun College Francais
0,0,0,0,263,4,0,1994-95,0,1,4.11,IHL,0,18,0,0,3,0,0,20,0,0,0,0,Cleveland Lumberjacks
0,0,0,0,32,2,0,1996-97,0,0,7.50,IHL,0,4,0,0,1,0,0,22,0,0,0,0,Kansas City Blades
0,0,0,0,129,2,0,1997-98,0,1,3.26,IHL,0,7,0,0,1,0,0,23,0,0,0,0,Utah Grizzlies
0,0,0,0,1066,19,0,2001-02,0,11,2.59,QSPHL,0,46,0,0,6,0,0,27,0,4,0,0,Thetford Mines Prolab
