shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,goalie_point_share,pim,awards,shutouts,points,bad_start,team
27,0,0,24,60,1,0,1994-95,0,1,3.00,NHL,0,3,0,0,0,0,.889,20,0.1,0,[],0,0,0,PIT
66,0,0,60,111,2,0,1996-97,0,0,3.24,NHL,0,6,0,0,2,0,.909,22,0.4,0,[],0,0,0,PIT
