shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,0,0,1213,21,0,1989-90,0,15,4.45,QAAA,0,90,0,0,6,0,0,15,0,0,0,0,Magog Cantonniers
0,0,0,0,1030,20,0,1990-91,0,13,2.91,QMJHL,0,50,0,0,5,0,0,16,0,0,0,0,Longueuil College Francais
0,0,3,0,1853,34,0,1991-92,0,19,3.14,QMJHL,0,97,0,0,6,0,0,17,0,2,0,0,Verdun College Francais
0,0,2,0,3491,61,0,1992-93,0,31,3.64,QMJHL,0,212,0,0,28,0,0,18,0,1,0,0,Verdun College Francais
0,0,0,0,60,1,0,1992-93,0,0,7.00,WJC-A,0,7,0,0,1,0,0,18,0,0,0,0,Canada
0,0,0,0,2909,52,0,1993-94,0,28,3.11,QMJHL,0,151,0,0,21,0,0,19,0,1,0,0,Verdun College Francais
1432,0,5,1301,2369,41,0,1994-95,0,24,3.32,IHL,0,131,0,0,10,0,.909,20,0,1,0,0,Cleveland Lumberjacks
1219,0,3,1090,2008,38,0,1995-96,0,19,3.85,IHL,0,129,0,0,11,0,.894,21,0,1,0,0,Cleveland Lumberjacks
776,0,4,707,1470,26,0,1996-97,0,11,2.82,IHL,0,69,0,0,11,0,.911,22,0,2,0,0,Kansas City Blades
318,0,1,291,480,8,0,1997-98,0,5,3.38,ECHL,0,27,0,0,2,0,.915,23,0,0,0,0,Louisville RiverFrogs
89,0,1,79,184,3,0,1997-98,0,0,3.26,AHL,0,10,0,0,2,0,.888,23,0,0,0,0,Hartford Wolf Pack
772,0,1,707,1524,30,0,1997-98,0,18,2.56,IHL,0,65,0,0,9,0,.916,23,0,3,0,0,Utah Grizzlies
69,0,0,57,142,5,0,1998-99,0,0,5.07,IHL,0,12,0,0,2,0,.826,24,0,0,0,0,Utah Grizzlies
106,0,0,93,181,5,0,1998-99,0,3,4.31,CHL,0,13,0,0,2,0,.877,24,0,0,0,0,San Antonio Iguanas
477,0,2,431,921,19,0,1998-99,0,6,3.00,AHL,0,46,0,0,6,0,.904,24,2,0,0,0,Fredericton Canadiens
0,0,0,0,2515,45,0,1999-00,0,0,2.65,German-2,0,111,0,0,0,0,0,25,0,2,0,0,ERC Ingolstadt
0,0,1,0,480,8,0,2000-01,0,4,2.87,BH-Cup,0,23,0,0,3,0,0,26,0,0,0,0,Ayr Scottish Eagles
0,0,0,0,920,18,0,2001-02,0,0,3.26,Sweden,0,50,0,0,0,0,0,27,0,1,0,0,Timra IK
0,0,1,0,546,9,0,2001-02,0,4,3.30,QSPHL,0,30,0,0,4,0,0,27,0,0,0,0,Thetford Mines Prolab
