pim,team,assists,plus_minus,points,league,games_played,year,age,goals
44,Sherwood Park Crusaders,33,0,44,AJHL,60,1978-79,16,11
32,Portland Winter Hawks,29,0,46,WHL,72,1979-80,17,17
54,Portland Winter Hawks,32,0,62,WHL,54,1980-81,18,30
89,Portland Winter Hawks,54,0,85,WHL,72,1981-82,19,31
6,Baltimore Skipjacks,10,0,14,AHL,56,1982-83,20,4
50,Baltimore Skipjacks,23,0,40,AHL,74,1983-84,21,17
42,Baltimore Skipjacks,23,0,49,AHL,77,1984-85,22,26
9,Baltimore Skipjacks,7,0,12,AHL,21,1985-86,23,5
67,EC Heilbronn,102,0,178,W.Ger-3,40,1986-87,24,76
42,Heilbronner EC,40,0,73,W.Ger-2,37,1987-88,25,33
0,Heilbronner EC,35,0,67,W.Ger-2,36,1988-89,26,32
37,Heilbronner EC,44,0,77,German-3,41,1990-91,28,33
