bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
9,1,[],0,2.71,-16.86,1458,NHL,24,25,.471,1317,0,0,51,114,141,.903,2015-16,MTL,25,6.6,0,6,21,55,3123
7,5,[],0,2.48,1.10,1122,NHL,19,26,.500,1026,4,0,38,99,96,.914,2016-17,TOT,14,6.8,0,6,19,41,2324
0,0,[],0,0.00,0,7,NHL,0,26,0,7,0,0,0,0,0,1.000,2016-17,PIT,0,0.1,0,0,0,1,20
7,5,[],0,2.50,0.49,1115,NHL,19,26,.500,1019,4,0,38,99,96,.914,2016-17,OTT,14,6.7,0,6,19,40,2304
