giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,4,0,22,0,0,2,1,0,0,,QUE,0,0,[],0.0,0,1,2,0,0,0,1991-92,0,,0,0,0,1
0,NHL,7,0,24,0,0,11,0,0,0,,QUE,0,0,[],0.0,0,0,-1,0,0,0,1993-94,0,,0,4,0,0
0,NHL,4,0,25,0,0,5,1,0,0,,QUE,0,0,[],20.0,1,0,3,1,0,0,1994-95,0,,0,2,0,0
0,NHL,56,1,26,0,0,61,15,0,1,,COL,0,0,[],4.9,2,12,12,3,0,1,1995-96,0,,0,20,1,10
0,NHL,80,1,27,0,0,103,24,0,2,,COL,0,0,[],8.7,6,15,12,9,0,2,1996-97,0,,1,37,0,13
0,NHL,67,0,28,0,0,60,14,0,0,,COL,0,0,[],10.0,6,8,-3,6,0,0,1997-98,0,,0,30,0,8
0,NHL,39,0,29,0,0,28,3,0,0,535,COL,0,0,[],3.6,1,2,4,1,0,0,1998-99,0,13:43,0,31,0,2
0,NHL,73,0,30,0,0,64,12,0,0,1267,COL,0,0,[],7.8,5,7,26,5,0,0,1999-00,0,17:22,0,34,0,7
0,NHL,78,2,31,0,0,97,15,0,3,1554,COL,0,0,[],4.1,2,11,22,4,0,0,2000-01,0,19:56,2,54,2,6
0,NHL,82,1,32,0,0,111,20,0,5,1955,CHI,0,0,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-20'}]",3.6,2,16,-3,4,0,0,2001-02,0,23:50,2,42,0,11
0,NHL,70,1,33,0,0,74,16,0,1,1537,CHI,0,0,[],2.7,1,14,-9,2,0,0,2002-03,0,21:57,1,44,0,13
0,NHL,77,1,34,0,0,71,7,0,0,1333,TOT,0,0,[],2.8,2,5,16,2,0,0,2003-04,0,17:19,0,44,1,4
0,NHL,19,0,34,0,0,19,1,0,0,406,CHI,0,0,[],0.0,0,1,6,0,0,0,2003-04,0,21:21,0,20,0,1
0,NHL,58,1,34,0,0,52,6,0,0,928,DAL,0,0,[],3.8,2,4,10,2,0,0,2003-04,0,16:00,0,24,1,3
0,NHL,76,1,36,0,0,57,11,0,1,1287,DAL,0,0,[],7.0,3,7,-3,4,0,0,2005-06,0,16:56,1,60,2,4
0,NHL,38,0,37,0,0,25,3,0,0,496,DAL,0,0,[],4.0,1,2,0,1,0,0,2006-07,0,13:03,0,24,0,2
6,NHL,22,0,38,0,10,6,0,34,0,241,LAK,2,100.0,[],0.0,0,0,-5,0,2,0,2007-08,22,10:57,0,10,0,0
