pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Cleveland Barons,1,0,2,NAHL,1,2000-01,15,1
4,Sarnia Sting,2,0,4,OHL,5,2002-03,17,2
0,Sarnia Sting,5,0,6,OHL,5,2003-04,18,1
4,Syracuse Crunch,1,1,1,AHL,4,2003-04,18,0
12,London Knights,13,12,22,OHL,17,2004-05,19,9
8,London Knights,3,0,6,M-Cup,4,2004-05,19,3
8,Syracuse Crunch,2,-1,4,AHL,6,2005-06,20,2
2,HC Geneve-Servette,5,0,7,Swiss,9,2011-12,26,2
2,HC Geneve-Servette,3,0,5,Swiss,7,2012-13,27,2
