age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,SC,0,0,0,0,NHL,2,0,1970-71,0,0,0,,0,0,,MTL,0
25,,0.0,0,0,0,NHL,1,0,1971-72,0,1,0,,0,0,,MTL,0
26,SC,0.0,0,3,2,NHL,13,0,1972-73,0,5,0,,0,10,,MTL,3
27,,0.0,0,0,0,NHL,5,0,1973-74,0,21,0,,0,2,,LAK,0
28,,0.0,0,1,-2,NHL,3,0,1974-75,0,9,0,,0,4,,LAK,1
29,,0.0,0,5,-2,NHL,9,0,1975-76,0,19,0,,0,15,,LAK,5
30,,14.3,1,3,-2,NHL,9,0,1976-77,1,14,2,,1,14,,LAK,5
31,,0.0,0,1,-4,NHL,2,0,1977-78,0,2,0,,0,5,,LAK,1
32,,0.0,0,0,-2,NHL,2,0,1978-79,0,3,0,,0,4,,ATF,0
33,,25.0,1,1,-2,NHL,4,0,1979-80,0,4,1,,0,2,,ATF,2
34,,4.5,1,4,3,NHL,16,0,1980-81,0,22,1,,0,36,,CGY,5
35,,0.0,0,0,0,NHL,3,0,1981-82,0,5,0,,0,0,,CGY,0
